"","X","Name","Age","Photo","Nationality","Flag","Overall","Potential","Club","Club.Logo","Value","Wage","Special","Preferred.Foot","International.Reputation","Weak.Foot","Skill.Moves","Work.Rate","Position","Jersey.Number","Contract.Valid.Until","Height","Weight","LS","ST","RS","LW","LF","CF","RF","RW","LAM","CAM","RAM","LM","LCM","CM","RCM","RM","LWB","LDM","CDM","RDM","RWB","LB","LCB","CB","RCB","RB","Crossing","Finishing","Heading.Accuracy","Short.Passing","Volleys","Dribbling","Curve","FK.Accuracy","Long.Passing","Ball.Control","Acceleration","Sprint.Speed","Agility","Reactions","Balance","Shot.Power","Jumping","Stamina","Strength","Long.Shots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","Standing.Tackle","Sliding.Tackle","GK.Diving","GK.Handling","GK.Kicking","GK.Positioning","GK.Reflexes","League","Country","Values","Wages","Class","Name.Pos","Speed","photo_path"
"4095",4095,"T. Nijhuis",19,"https://cdn.sofifa.com/players/233/725/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",58,66,"FC Utrecht","https://cdn.sofifa.com/teams/1903/light_60.png","€140K","€1K",862,"Right",1,3,1,"Medium/ Medium","GK",31,"2019",196,83,"","","","","","","","","","","","","","","","","","","","","","","","","","",12,6,12,27,9,11,14,12,23,14,17,18,34,58,29,22,35,25,56,8,20,12,7,37,18,25,10,14,14,63,54,59,54,58,"Eredivisie","Netherlands",140000,1000,"Goal Keeper","T. Nijhuis, GK",23,NA
"4096",4096,"T. Oakley-Boothe",18,"https://cdn.sofifa.com/players/237/139/20_120.png","England","https://cdn.sofifa.org/flags/14.png",64,81,"Tottenham Hotspur","https://cdn.sofifa.com/teams/18/light_60.png","€925K","€7K",1615,"Right",1,3,3,"Medium/ Medium","CM",46,"2021",183,68,"52+2","52+2","52+2","57+2","56+2","56+2","56+2","57+2","59+2","59+2","59+2","60+2","62+2","62+2","62+2","60+2","60+2","63+2","63+2","63+2","60+2","60+2","59+2","59+2","59+2","60+2",48,39,45,72,34,60,56,55,70,65,63,67,53,55,51,44,59,65,60,36,59,61,56,60,52,65,60,64,55,13,7,9,14,8,"Premier League","UK",925000,7000,"Midfielder","T. Oakley-Boothe, CM",61,NA
"4097",4097,"T. Oude Kotte",22,"https://cdn.sofifa.com/players/233/711/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",64,70,"Excelsior","https://cdn.sofifa.com/teams/1971/light_60.png","€525K","€1K",1671,"Left",1,3,2,"Medium/ Medium","CB",4,"2021",183,80,"54+2","54+2","54+2","51+2","53+2","53+2","53+2","51+2","54+2","54+2","54+2","53+2","58+2","58+2","58+2","53+2","58+2","62+2","62+2","62+2","58+2","59+2","63+2","63+2","63+2","59+2",40,40,62,64,36,50,66,68,65,63,51,61,50,59,56,72,65,61,74,60,50,58,34,56,45,63,69,64,63,15,12,15,14,13,"Eredivisie","Netherlands",525000,1000,"Defender","T. Oude Kotte, CB",54,NA
"4098",4098,"T. Ouwejan",22,"https://cdn.sofifa.com/players/229/155/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",71,77,"AZ Alkmaar","https://cdn.sofifa.com/teams/1906/light_60.png","€2.7M","€8K",1860,"Left",1,4,3,"Medium/ Medium","LB",5,"2022",183,72,"61+2","61+2","61+2","66+2","64+2","64+2","64+2","66+2","66+2","66+2","66+2","67+2","67+2","67+2","67+2","67+2","69+2","68+2","68+2","68+2","69+2","69+2","67+2","67+2","67+2","69+2",66,46,61,72,48,71,59,65,67,69,73,74,70,68,70,60,63,77,67,59,65,67,59,66,40,68,68,70,69,7,12,13,7,12,"Eredivisie","Netherlands",2700000,8000,"Defender","T. Ouwejan, LB",72.3333333333333,NA
"4099",4099,"T. Partey",25,"https://cdn.sofifa.com/players/209/989/20_120.png","Ghana","https://cdn.sofifa.org/flags/117.png",82,88,"Atlético Madrid","https://cdn.sofifa.com/teams/240/light_60.png","€25.5M","€59K",2068,"Right",1,3,3,"High/ High","CDM",5,"2023",185,77,"71+2","71+2","71+2","72+2","73+2","73+2","73+2","72+2","75+2","75+2","75+2","74+2","78+2","78+2","78+2","74+2","77+2","80+2","80+2","80+2","77+2","77+2","79+2","79+2","79+2","77+2",58,63,68,85,53,78,62,58,79,81,73,76,72,77,53,79,84,87,81,75,76,79,60,73,46,75,80,83,80,11,13,9,9,7,"La Liga","Spain",25500000,59000,"Midfielder","T. Partey, CDM",73.6666666666667,NA
"4100",4100,"T. Pellenard",24,"https://cdn.sofifa.com/players/221/271/20_120.png","France","https://cdn.sofifa.org/flags/18.png",68,73,"FC Girondins de Bordeaux","https://cdn.sofifa.com/teams/59/light_60.png","€1M","€12K",1683,"Left",1,3,3,"Medium/ Medium","LB",21,"2019",183,78,"53+2","53+2","53+2","59+2","56+2","56+2","56+2","59+2","58+2","58+2","58+2","61+2","61+2","61+2","61+2","61+2","67+2","65+2","65+2","65+2","67+2","67+2","66+2","66+2","66+2","67+2",69,32,63,67,33,65,54,39,59,67,65,63,58,66,61,39,73,73,69,38,63,67,52,49,42,61,68,69,66,10,9,12,9,14,"Ligue 1","France",1000000,12000,"Defender","T. Pellenard, LB",62,NA
"4101",4101,"T. Ream",30,"https://cdn.sofifa.com/players/198/261/20_120.png","United States","https://cdn.sofifa.org/flags/95.png",73,73,"Fulham","https://cdn.sofifa.com/teams/144/light_60.png","€3M","€38K",1829,"Left",1,3,2,"Medium/ Medium","CB",13,"2020",188,80,"56+2","56+2","56+2","61+2","59+2","59+2","59+2","61+2","63+2","63+2","63+2","63+2","67+2","67+2","67+2","63+2","69+2","71+2","71+2","71+2","69+2","69+2","71+2","71+2","71+2","69+2",61,40,68,75,51,67,65,52,70,71,55,66,68,76,72,48,74,67,72,40,64,68,40,67,49,82,80,72,69,15,14,15,8,10,"Premier League","UK",3000000,38000,"Defender","T. Ream, CB",63,NA
"4102",4102,"T. Rincón",30,"https://cdn.sofifa.com/players/191/053/20_120.png","Venezuela","https://cdn.sofifa.org/flags/61.png",77,77,"Torino","https://cdn.sofifa.com/teams/54/light_60.png","€8M","€42K",2056,"Right",2,3,3,"Medium/ High","CM",8,"2020",178,76,"66+2","66+2","66+2","70+2","70+2","70+2","70+2","70+2","72+2","72+2","72+2","72+2","75+2","75+2","75+2","72+2","76+2","78+2","78+2","78+2","76+2","75+2","76+2","76+2","76+2","75+2",65,45,58,78,60,76,55,52,76,77,76,69,75,76,81,77,91,87,77,72,82,80,66,72,46,74,72,82,78,12,12,11,8,12,"Serie A","Italy",8000000,42000,"Midfielder","T. Rincón, CM",73.3333333333333,NA
"4103",4103,"T. Sainsbury",26,"https://cdn.sofifa.com/players/199/000/20_120.png","Australia","https://cdn.sofifa.org/flags/195.png",74,77,"PSV","https://cdn.sofifa.com/teams/247/light_60.png","€6M","€13K",1836,"Right",1,3,2,"Medium/ Medium","RCB",20,"2021",183,78,"59+2","59+2","59+2","59+2","58+2","58+2","58+2","59+2","59+2","59+2","59+2","61+2","63+2","63+2","63+2","61+2","70+2","70+2","70+2","70+2","70+2","71+2","73+2","73+2","73+2","71+2",58,45,74,67,33,55,62,25,68,55,74,74,67,74,73,61,77,75,76,43,62,77,52,62,63,70,82,70,76,13,12,11,14,6,"Eredivisie","Netherlands",6000000,13000,"Defender","T. Sainsbury, RCB",71.6666666666667,NA
"4104",4104,"T. Savanier",26,"https://cdn.sofifa.com/players/205/686/20_120.png","France","https://cdn.sofifa.org/flags/18.png",72,75,"Nîmes Olympique","https://cdn.sofifa.com/teams/224/light_60.png","€3.8M","€14K",1920,"Right",1,3,3,"High/ Medium","LCM",11,"2022",170,62,"65+2","65+2","65+2","71+2","70+2","70+2","70+2","71+2","72+2","72+2","72+2","72+2","71+2","71+2","71+2","72+2","66+2","66+2","66+2","66+2","66+2","63+2","57+2","57+2","57+2","63+2",69,62,36,75,47,71,73,78,71,72,78,73,83,81,86,72,31,78,56,69,73,58,64,75,70,63,63,51,47,12,11,15,10,10,"Ligue 1","France",3800000,14000,"Midfielder","T. Savanier, LCM",78,NA
"4105",4105,"T. Serbest",24,"https://cdn.sofifa.com/players/222/930/20_120.png","Turkey","https://cdn.sofifa.org/flags/48.png",69,74,"Kasimpaşa SK","https://cdn.sofifa.com/teams/111339/light_60.png","€1.2M","€7K",1775,"Right",1,3,2,"Medium/ Medium","RCM",15,"May 31, 2019",183,78,"59+2","59+2","59+2","60+2","60+2","60+2","60+2","60+2","62+2","62+2","62+2","62+2","65+2","65+2","65+2","62+2","66+2","68+2","68+2","68+2","66+2","67+2","68+2","68+2","68+2","67+2",58,45,68,71,36,60,56,36,67,65,62,66,64,67,67,59,68,73,72,55,65,69,53,65,44,71,69,68,67,9,11,12,14,14,"Süper Lig","Turkey",1200000,7000,"Midfielder","T. Serbest, RCM",64,NA
"4106",4106,"T. Serero",28,"https://cdn.sofifa.com/players/202/746/20_120.png","South Africa","https://cdn.sofifa.org/flags/140.png",75,75,"Vitesse","https://cdn.sofifa.com/teams/1909/light_60.png","€6.5M","€15K",1876,"Right",1,4,3,"Low/ High","RCM",17,"2020",173,58,"61+2","61+2","61+2","69+2","69+2","69+2","69+2","69+2","72+2","72+2","72+2","71+2","73+2","73+2","73+2","71+2","71+2","72+2","72+2","72+2","71+2","70+2","65+2","65+2","65+2","70+2",50,51,46,78,46,74,66,43,70,80,83,77,83,77,90,48,60,83,39,48,68,79,63,72,49,77,65,72,59,7,14,14,12,10,"Eredivisie","Netherlands",6500000,15000,"Midfielder","T. Serero, RCM",81,NA
"4107",4107,"T. Siekman",28,"https://cdn.sofifa.com/players/243/677/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",60,62,"FC Emmen","https://cdn.sofifa.com/teams/100628/light_60.png","€200K","€1K",1371,"Left",1,3,2,"Medium/ Medium","LB",3,"2019",188,75,"42+2","42+2","42+2","41+2","40+2","40+2","40+2","41+2","41+2","41+2","41+2","44+2","45+2","45+2","45+2","44+2","54+2","54+2","54+2","54+2","54+2","55+2","58+2","58+2","58+2","55+2",50,21,56,52,29,36,35,31,49,47,48,51,42,54,55,46,67,56,69,23,51,60,40,31,43,46,59,60,63,5,5,13,10,14,"Eredivisie","Netherlands",200000,1000,"Defender","T. Siekman, LB",47,NA
"4108",4108,"T. Sippel",30,"https://cdn.sofifa.com/players/177/475/20_120.png","Germany","https://cdn.sofifa.org/flags/21.png",74,74,"Borussia Mönchengladbach","https://cdn.sofifa.com/teams/23/light_60.png","€3.6M","€17K",1151,"Right",1,2,1,"Medium/ Medium","GK",21,"2019",183,78,"","","","","","","","","","","","","","","","","","","","","","","","","","",14,12,13,33,12,13,15,14,22,19,50,42,48,72,41,24,64,41,65,11,36,15,16,31,18,41,12,15,12,75,69,79,70,78,"Bundesliga","Germany",3600000,17000,"Goal Keeper","T. Sippel, GK",46.6666666666667,NA
"4109",4109,"T. Smith",26,"https://cdn.sofifa.com/players/203/783/20_120.png","England","https://cdn.sofifa.org/flags/14.png",73,76,"Huddersfield Town","https://cdn.sofifa.com/teams/1939/light_60.png","€4.1M","€33K",1759,"Right",1,3,3,"Medium/ Medium","RB",2,"2020",185,84,"56+2","56+2","56+2","64+2","61+2","61+2","61+2","64+2","63+2","63+2","63+2","67+2","66+2","66+2","66+2","67+2","71+2","70+2","70+2","70+2","71+2","71+2","70+2","70+2","70+2","71+2",74,38,66,70,20,65,59,41,62,70,74,69,60,74,63,29,62,76,69,22,71,69,67,68,41,63,69,74,71,15,14,14,14,9,"Premier League","UK",4100000,33000,"Defender","T. Smith, RB",67.6666666666667,NA
"4110",4110,"T. Sopacua",18,"https://cdn.sofifa.com/players/246/133/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",58,69,"FC Groningen","https://cdn.sofifa.com/teams/1915/light_60.png","€170K","€1K",1443,"Right",1,2,2,"Medium/ Medium","RB",67,"2019",175,70,"45+2","45+2","45+2","49+2","47+2","47+2","47+2","49+2","46+2","46+2","46+2","50+2","45+2","45+2","45+2","50+2","56+2","51+2","51+2","51+2","56+2","56+2","55+2","55+2","55+2","56+2",55,32,45,38,28,60,39,31,34,50,67,63,59,53,69,35,59,59,52,33,61,59,46,38,44,48,56,64,60,9,12,14,5,14,"Eredivisie","Netherlands",170000,1000,"Defender","T. Sopacua, RB",63,NA
"4111",4111,"T. Strakosha",23,"https://cdn.sofifa.com/players/212/151/20_120.png","Albania","https://cdn.sofifa.org/flags/1.png",81,86,"Lazio","https://cdn.sofifa.com/teams/46/light_60.png","€17M","€36K",1139,"Right",1,2,1,"Medium/ Medium","GK",1,"2019",193,78,"","","","","","","","","","","","","","","","","","","","","","","","","","",18,18,11,26,11,14,14,12,22,15,41,46,31,74,47,18,49,23,56,14,20,24,18,49,21,61,20,18,12,81,77,75,78,86,"Serie A","Italy",17000000,36000,"Goal Keeper","T. Strakosha, GK",39.3333333333333,NA
"4112",4112,"T. Strobl",28,"https://cdn.sofifa.com/players/207/894/20_120.png","Germany","https://cdn.sofifa.org/flags/21.png",77,77,"Borussia Mönchengladbach","https://cdn.sofifa.com/teams/23/light_60.png","€7M","€27K",1804,"Right",2,3,2,"Medium/ Medium","CDM",5,"2020",188,77,"58+2","58+2","58+2","56+2","59+2","59+2","59+2","56+2","61+2","61+2","61+2","60+2","68+2","68+2","68+2","60+2","69+2","75+2","75+2","75+2","69+2","70+2","76+2","76+2","76+2","70+2",51,30,69,74,35,59,44,45,79,58,51,55,48,77,44,79,70,73,78,62,83,80,55,66,47,73,81,79,77,11,8,8,16,12,"Bundesliga","Germany",7000000,27000,"Midfielder","T. Strobl, CDM",51.3333333333333,NA
"4113",4113,"T. Sušić",26,"https://cdn.sofifa.com/players/199/809/20_120.png","Bosnia Herzegovina","https://cdn.sofifa.org/flags/8.png",72,74,"VVV-Venlo","https://cdn.sofifa.com/teams/100651/light_60.png","€3.8M","€7K",1903,"Left",1,3,4,"Medium/ Medium","LCM",31,"2019",185,83,"67+2","67+2","67+2","70+2","69+2","69+2","69+2","70+2","70+2","70+2","70+2","70+2","68+2","68+2","68+2","70+2","60+2","60+2","60+2","60+2","60+2","58+2","56+2","56+2","56+2","58+2",73,66,60,75,69,75,77,74,72,76,66,67,69,58,59,71,62,61,72,71,69,43,64,70,71,68,36,55,52,15,16,15,15,9,"Eredivisie","Netherlands",3800000,7000,"Midfielder","T. Sušić, LCM",67.3333333333333,NA
"4114",4114,"T. Tawatha",26,"https://cdn.sofifa.com/players/208/493/20_120.png","Israel","https://cdn.sofifa.org/flags/26.png",70,70,"Eintracht Frankfurt","https://cdn.sofifa.com/teams/1824/light_60.png","€1.5M","€16K",1739,"Left",1,3,2,"Medium/ Medium","LB",33,"2019",173,70,"57+2","57+2","57+2","64+2","61+2","61+2","61+2","64+2","62+2","62+2","62+2","66+2","62+2","62+2","62+2","66+2","69+2","65+2","65+2","65+2","69+2","68+2","65+2","65+2","65+2","68+2",73,39,59,70,34,72,57,32,63,70,78,78,76,67,77,53,70,66,66,27,57,61,54,52,33,61,64,71,71,11,14,9,9,6,"Bundesliga","Germany",1500000,16000,"Defender","T. Tawatha, LB",77.3333333333333,NA
"4115",4115,"T. Tillman",19,"https://cdn.sofifa.com/players/240/319/20_120.png","Germany","https://cdn.sofifa.org/flags/21.png",60,78,"1. FC Nürnberg","https://cdn.sofifa.com/teams/171/light_60.png","€450K","€4K",1460,"Right",1,3,3,"Medium/ Medium","CAM",37,"Jun 30, 2019",183,75,"53+2","53+2","53+2","59+2","56+2","56+2","56+2","59+2","58+2","58+2","58+2","59+2","54+2","54+2","54+2","59+2","48+2","45+2","45+2","45+2","48+2","45+2","38+2","38+2","38+2","45+2",53,49,39,65,47,69,50,45,49,68,68,66,69,53,67,44,60,60,58,43,34,28,44,50,44,48,28,27,30,15,6,6,14,12,"Bundesliga","Germany",450000,4000,"Midfielder","T. Tillman, CAM",67.6666666666667,NA
"4116",4116,"T. Torun",28,"https://cdn.sofifa.com/players/189/263/20_120.png","Turkey","https://cdn.sofifa.org/flags/48.png",72,72,"Bursaspor","https://cdn.sofifa.com/teams/742/light_60.png","€3.1M","€18K",1752,"Right",1,5,3,"High/ Medium","CAM",55,"May 31, 2019",175,72,"67+2","67+2","67+2","71+2","69+2","69+2","69+2","71+2","70+2","70+2","70+2","70+2","65+2","65+2","65+2","70+2","52+2","49+2","49+2","49+2","52+2","48+2","40+2","40+2","40+2","48+2",71,68,56,71,58,73,66,73,67,72,75,76,77,67,76,66,72,69,62,66,39,31,68,70,56,62,25,20,15,7,14,6,6,14,"Süper Lig","Turkey",3100000,18000,"Midfielder","T. Torun, CAM",76,NA
"4117",4117,"T. Touré",24,"https://cdn.sofifa.com/players/222/883/20_120.png","Ivory Coast","https://cdn.sofifa.org/flags/108.png",69,72,"Angers SCO","https://cdn.sofifa.com/teams/1530/light_60.png","€1.3M","€9K",1848,"Right",1,3,3,"High/ Medium","LM",7,"2021",175,73,"66+2","66+2","66+2","68+2","67+2","67+2","67+2","68+2","68+2","68+2","68+2","68+2","65+2","65+2","65+2","68+2","58+2","56+2","56+2","56+2","58+2","55+2","52+2","52+2","52+2","55+2",69,61,67,72,68,71,74,68,63,70,71,75,73,63,73,67,70,64,64,68,66,46,65,67,66,69,37,42,35,10,14,9,12,8,"Ligue 1","France",1300000,9000,"Midfielder","T. Touré, LM",73,NA
"4118",4118,"T. Ünlü",28,"https://cdn.sofifa.com/players/223/018/20_120.png","Germany","https://cdn.sofifa.org/flags/21.png",63,63,"BB Erzurumspor","https://cdn.sofifa.com/teams/749/light_60.png","€290K","€3K",1461,"Right",1,3,2,"Medium/ Medium","RB",14,"2019",183,75,"44+2","44+2","44+2","49+2","47+2","47+2","47+2","49+2","48+2","48+2","48+2","53+2","52+2","52+2","52+2","53+2","62+2","59+2","59+2","59+2","62+2","62+2","61+2","61+2","61+2","62+2",65,22,56,64,12,51,43,39,51,56,64,66,39,57,57,36,63,64,59,24,60,59,37,38,42,46,62,66,65,8,13,7,10,6,"Süper Lig","Turkey",290000,3000,"Defender","T. Ünlü, RB",56.3333333333333,NA
"4119",4119,"T. Usami",26,"https://cdn.sofifa.com/players/191/388/20_120.png","Japan","https://cdn.sofifa.org/flags/163.png",74,75,"Fortuna Düsseldorf","https://cdn.sofifa.com/teams/110636/light_60.png","€6.5M","€21K",1737,"Right",2,4,4,"Medium/ Low","LM",33,"Jun 30, 2019",178,69,"68+2","68+2","68+2","73+2","73+2","73+2","73+2","73+2","73+2","73+2","73+2","72+2","67+2","67+2","67+2","72+2","54+2","50+2","50+2","50+2","54+2","50+2","37+2","37+2","37+2","50+2",69,71,41,71,70,80,75,60,68,75,78,76,79,65,79,80,33,67,41,75,30,34,72,71,59,72,28,27,21,9,11,9,6,7,"Bundesliga","Germany",6500000,21000,"Midfielder","T. Usami, LM",77.6666666666667,NA
"4120",4120,"T. Vaclík",29,"https://cdn.sofifa.com/players/204/120/20_120.png","Czech Republic","https://cdn.sofifa.org/flags/12.png",80,81,"Sevilla FC","https://cdn.sofifa.com/teams/481/light_60.png","€11.5M","€17K",1223,"Right",1,3,1,"Medium/ Medium","GK",1,"2021",188,85,"","","","","","","","","","","","","","","","","","","","","","","","","","",15,14,19,17,13,14,17,16,38,20,34,35,32,76,53,20,70,35,73,16,29,22,15,68,13,60,19,18,18,82,72,74,81,85,"La Liga","Spain",11500000,17000,"Goal Keeper","T. Vaclík, GK",33.6666666666667,NA
"4121",4121,"T. Valls",22,"https://cdn.sofifa.com/players/225/629/20_120.png","France","https://cdn.sofifa.org/flags/18.png",66,71,"Nîmes Olympique","https://cdn.sofifa.com/teams/224/light_60.png","€850K","€5K",1774,"Left",1,2,3,"Medium/ Medium","CM",18,"2020",180,75,"59+2","59+2","59+2","62+2","61+2","61+2","61+2","62+2","63+2","63+2","63+2","63+2","64+2","64+2","64+2","63+2","64+2","65+2","65+2","65+2","64+2","64+2","63+2","63+2","63+2","64+2",59,58,54,69,52,68,52,49,65,70,67,67,65,60,65,62,65,67,67,66,62,63,37,66,50,62,60,70,64,9,9,8,16,13,"Ligue 1","France",850000,5000,"Midfielder","T. Valls, CM",66.3333333333333,NA
"4122",4122,"T. van de Berg",20,"https://cdn.sofifa.com/players/235/325/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",60,67,"Heracles Almelo","https://cdn.sofifa.com/teams/100634/light_60.png","€250K","€1K",1304,"Right",1,3,2,"Medium/ Medium","CB",30,"2019",188,81,"41+2","41+2","41+2","38+2","39+2","39+2","39+2","38+2","39+2","39+2","39+2","39+2","42+2","42+2","42+2","39+2","48+2","52+2","52+2","52+2","48+2","51+2","58+2","58+2","58+2","51+2",26,21,59,45,26,37,27,27,42,45,58,43,48,56,56,46,60,40,71,24,62,59,31,31,40,50,58,60,58,8,12,8,7,13,"Eredivisie","Netherlands",250000,1000,"Defender","T. van de Berg, CB",49.6666666666667,NA
"4123",4123,"T. van de Looi",18,"https://cdn.sofifa.com/players/240/685/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",66,78,"FC Groningen","https://cdn.sofifa.com/teams/1915/light_60.png","€1.1M","€1K",1686,"Right",1,3,3,"Medium/ Medium","CM",36,"2021",180,75,"58+2","58+2","58+2","60+2","61+2","61+2","61+2","60+2","63+2","63+2","63+2","62+2","64+2","64+2","64+2","62+2","61+2","64+2","64+2","64+2","61+2","61+2","62+2","62+2","62+2","61+2",46,46,55,68,41,65,50,44,67,68,69,57,59,63,67,60,56,65,63,44,61,66,64,64,46,58,63,63,58,6,11,7,14,10,"Eredivisie","Netherlands",1100000,1000,"Midfielder","T. van de Looi, CM",61.6666666666667,NA
"4124",4124,"T. van de Pavert",26,"https://cdn.sofifa.com/players/200/375/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",66,68,"De Graafschap","https://cdn.sofifa.com/teams/635/light_60.png","€650K","€3K",1542,"Left",1,3,2,"Medium/ Medium","CB",3,"2019",193,85,"52+2","52+2","52+2","48+2","49+2","49+2","49+2","48+2","48+2","48+2","48+2","50+2","53+2","53+2","53+2","50+2","58+2","60+2","60+2","60+2","58+2","59+2","64+2","64+2","64+2","59+2",52,40,68,54,36,44,28,36,59,52,52,52,55,58,43,60,54,68,87,44,62,65,48,40,39,64,62,66,63,9,16,9,7,14,"Eredivisie","Netherlands",650000,3000,"Defender","T. van de Pavert, CB",53,NA
"4125",4125,"T. van den Belt",17,"https://cdn.sofifa.com/players/245/338/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",59,74,"PEC Zwolle","https://cdn.sofifa.com/teams/1914/light_60.png","€300K","€1K",1546,"Right",1,3,3,"Medium/ Medium","CM",22,"2021",175,67,"51+2","51+2","51+2","54+2","55+2","55+2","55+2","54+2","57+2","57+2","57+2","56+2","57+2","57+2","57+2","56+2","54+2","56+2","56+2","56+2","54+2","55+2","55+2","55+2","55+2","55+2",48,35,60,66,34,58,47,47,64,60,59,64,50,47,70,55,57,42,40,37,57,46,56,64,48,43,52,63,60,14,9,14,14,9,"Eredivisie","Netherlands",300000,1000,"Midfielder","T. van den Belt, CM",57.6666666666667,NA
"4126",4126,"T. Vermaelen",32,"https://cdn.sofifa.com/players/157/304/20_120.png","Belgium","https://cdn.sofifa.org/flags/7.png",77,77,"FC Barcelona","https://cdn.sofifa.com/teams/241/light_60.png","€5M","€110K",1926,"Left",3,3,2,"High/ Medium","CB",3,"2019",183,80,"63+3","63+3","63+3","60+3","60+3","60+3","60+3","60+3","61+3","61+3","61+3","61+3","65+3","65+3","65+3","61+3","69+3","72+3","72+3","72+3","69+3","70+3","76+3","76+3","76+3","70+3",63,52,81,80,56,55,61,64,78,64,67,64,61,70,56,78,90,52,79,68,77,73,41,51,62,72,72,79,80,9,10,7,11,15,"La Liga","Spain",5000000,110000,"Defender","T. Vermaelen, CB",64,NA
"4127",4127,"T. Vermot",21,"https://cdn.sofifa.com/players/245/854/20_120.png","France","https://cdn.sofifa.org/flags/18.png",56,65,"AS Saint-Étienne","https://cdn.sofifa.com/teams/1819/light_60.png","€110K","€2K",813,"Right",1,2,1,"Medium/ Medium","GK",1,"2019",190,75,"","","","","","","","","","","","","","","","","","","","","","","","","","",12,6,11,26,8,8,11,13,28,12,21,18,32,39,22,22,36,26,45,7,26,11,9,27,16,22,8,13,10,62,51,61,54,62,"Ligue 1","France",110000,2000,"Goal Keeper","T. Vermot, GK",23.6666666666667,NA
"4128",4128,"T. Vilhena",23,"https://cdn.sofifa.com/players/203/535/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",77,81,"Feyenoord","https://cdn.sofifa.com/teams/246/light_60.png","€11.5M","€13K",2130,"Left",2,4,3,"High/ High","CM",20,"2020",175,75,"73+2","73+2","73+2","75+2","75+2","75+2","75+2","75+2","75+2","75+2","75+2","75+2","76+2","76+2","76+2","75+2","75+2","75+2","75+2","75+2","75+2","73+2","72+2","72+2","72+2","73+2",75,70,67,77,68,77,74,69,76,80,75,72,75,77,83,80,76,85,75,77,84,75,70,74,53,80,66,72,68,12,8,16,12,12,"Eredivisie","Netherlands",11500000,13000,"Midfielder","T. Vilhena, CM",74,NA
"4129",4129,"T. Walcott",29,"https://cdn.sofifa.com/players/164/859/20_120.png","England","https://cdn.sofifa.org/flags/14.png",79,79,"Everton","https://cdn.sofifa.com/teams/7/light_60.png","€12.5M","€105K",1939,"Right",3,3,3,"Medium/ Medium","RM",11,"2021",175,68,"74+3","74+3","74+3","77+3","76+3","76+3","76+3","77+3","75+3","75+3","75+3","76+3","68+3","68+3","68+3","76+3","61+3","56+3","56+3","56+3","61+3","58+3","50+3","50+3","50+3","58+3",72,74,58,72,71,81,76,74,61,78,89,89,79,77,77,76,65,69,56,65,65,35,77,72,74,76,37,39,36,11,8,9,9,8,"Premier League","UK",12500000,105000,"Midfielder","T. Walcott, RM",85.6666666666667,NA
